,ISCO-08 Code,ISCO-08 Title EN,2010 SOC Code,2010 SOC Title,Task ID,Task,Task Type,Title,human_exposure_agg,gpt4_exposure,gpt4_exposure_alt_rubric,gpt_3_relevant,gpt4_automation,alpha,beta,gamma,automation,human_labels
59,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8829.0,"Negotiate or approve contracts or agreements with suppliers, distributors, federal or state agencies, or other organizational entities.",Core,Chief Executives,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
60,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8837.0,"Coordinate the development or implementation of budgetary control systems, recordkeeping systems, or other administrative control processes.",Core,Chief Executives,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
61,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8830.0,Review reports submitted by staff members to recommend approval or to suggest changes.,Core,Chief Executives,E1,E1,E2,False,T2,1.0,1.0,1.0,0.5,E1
62,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8839.0,"Deliver speeches, write articles, or present information at meetings or conventions to promote services, exchange ideas, or accomplish objectives.",Core,Chief Executives,E2,E1,E1,False,T2,1.0,1.0,1.0,0.5,E2
63,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8843.0,"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",Core,Chief Executives,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
64,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8834.0,"Prepare or present reports concerning activities, expenses, budgets, government statutes or rulings, or other items affecting businesses or program services.",Core,Chief Executives,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
65,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,20461.0,"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",Core,Chief Executives,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
66,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8846.0,"Administer programs for selection of sites, construction of buildings, or provision of equipment or supplies.",Core,Chief Executives,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
67,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8848.0,Direct or conduct studies or research on issues affecting areas of responsibility.,Core,Chief Executives,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
68,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8828.0,"Direct or coordinate activities of businesses or departments concerned with production, pricing, sales, or distribution of products.",Supplemental,Chief Executives,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
69,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8844.0,"Make presentations to legislative or other government committees regarding policies, programs, or budgets.",Supplemental,Chief Executives,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
70,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8845.0,Refer major policy matters to elected representatives for final decisions.,Supplemental,Chief Executives,E1,E0,E0,False,T1,0.0,0.0,0.0,0.25,E1
71,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8847.0,Direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,Supplemental,Chief Executives,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
72,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8851.0,"Conduct or direct investigations or hearings to resolve complaints or violations of laws, or testify at such hearings.",Supplemental,Chief Executives,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
73,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8838.0,"Direct non-merchandising departments, such as advertising, purchasing, credit, or accounting.",Supplemental,Chief Executives,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
74,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8853.0,"Prepare bylaws approved by elected officials, and ensure that bylaws are enforced.",Supplemental,Chief Executives,E2,E2,E0,False,T2,0.0,0.5,1.0,0.5,E2
75,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8840.0,"Serve as liaisons between organizations, shareholders, and outside organizations.",Supplemental,Chief Executives,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
76,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8849.0,Attend and participate in meetings of municipal councils or council committees.,Supplemental,Chief Executives,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
77,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8852.0,"Represent organizations or promote their objectives at official functions, or delegate representatives to do so.",Supplemental,Chief Executives,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
78,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8850.0,Organize or approve promotional campaigns.,Supplemental,Chief Executives,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
79,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,8842.0,Nominate citizens to boards or commissions.,Supplemental,Chief Executives,E0,E1,E0,False,T1,1.0,1.0,1.0,0.25,E0
80,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15382.0,Monitor and evaluate effectiveness of sustainability programs.,Core,Chief Sustainability Officers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
81,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15384.0,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",Core,Chief Sustainability Officers,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
82,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15379.0,"Develop, or oversee the development of, sustainability evaluation or monitoring systems.",Core,Chief Sustainability Officers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
83,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15372.0,Supervise employees or volunteers working on sustainability projects.,Core,Chief Sustainability Officers,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
84,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15378.0,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups.",Core,Chief Sustainability Officers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
85,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15380.0,"Develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",Core,Chief Sustainability Officers,E2,E2,E2,False,T3,0.0,0.5,1.0,0.75,E2
86,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15368.0,Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.,Core,Chief Sustainability Officers,E2,E2,E2,True,T1,0.0,0.5,1.0,0.25,E2
87,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15370.0,"Create and maintain sustainability program documents, such as schedules and budgets.",Core,Chief Sustainability Officers,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2
88,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15375.0,Formulate or implement sustainability campaign or marketing strategies.,Core,Chief Sustainability Officers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
89,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15376.0,"Research environmental sustainability issues, concerns, or stakeholder interests.",Core,Chief Sustainability Officers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
90,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15383.0,Direct sustainability program operations to ensure compliance with environmental or governmental regulations.,Core,Chief Sustainability Officers,E0,E2,E0,False,T2,0.0,0.5,1.0,0.5,E0
91,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15377.0,"Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives.",Core,Chief Sustainability Officers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
92,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15381.0,Develop methodologies to assess the viability or success of sustainability initiatives.,Core,Chief Sustainability Officers,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
93,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15374.0,"Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws.",Core,Chief Sustainability Officers,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
94,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15373.0,Write and distribute financial or environmental impact reports.,Core,Chief Sustainability Officers,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2
95,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15371.0,"Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives.",Core,Chief Sustainability Officers,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1
96,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15367.0,"Identify educational, training, or other development opportunities for sustainability employees or volunteers.",Core,Chief Sustainability Officers,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
97,1113,Traditional chiefs and heads of villages,11-1011,Chief Executives,15369.0,Conduct risk assessments related to sustainability and the environment.,Core,Chief Sustainability Officers,E0,E2,E2,True,T2,0.0,0.5,1.0,0.5,E0
98,1120,Managing directors and chief executives,11-1011,Chief Executives,8823.0,"Direct or coordinate an organization's financial or budget activities to fund operations, maximize investments, or increase efficiency.",Core,Chief Executives,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
99,1120,Managing directors and chief executives,11-1011,Chief Executives,8831.0,Appoint department heads or managers and assign or delegate responsibilities to them.,Core,Chief Executives,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
100,1120,Managing directors and chief executives,11-1011,Chief Executives,8825.0,"Analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",Core,Chief Executives,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
101,1120,Managing directors and chief executives,11-1011,Chief Executives,8826.0,"Direct, plan, or implement policies, objectives, or activities of organizations or businesses to ensure continuing operations, to maximize returns on investments, or to increase productivity.",Core,Chief Executives,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
102,1120,Managing directors and chief executives,11-1011,Chief Executives,8827.0,"Prepare budgets for approval, including those for funding or implementation of programs.",Core,Chief Executives,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
103,1120,Managing directors and chief executives,11-1011,Chief Executives,8824.0,"Confer with board members, organization officials, or staff members to discuss issues, coordinate activities, or resolve problems.",Core,Chief Executives,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
104,1120,Managing directors and chief executives,11-1011,Chief Executives,8836.0,Implement corrective action plans to solve organizational or departmental problems.,Core,Chief Executives,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1
105,1120,Managing directors and chief executives,11-1011,Chief Executives,8832.0,"Direct human resources activities, including the approval of human resource plans or activities, the selection of directors or other high-level staff, or establishment or organization of major departments.",Core,Chief Executives,E2,E2,E0,False,T1,0.0,0.5,1.0,0.25,E2
106,1120,Managing directors and chief executives,11-1011,Chief Executives,8835.0,Establish departmental responsibilities and coordinate functions among departments and sites.,Core,Chief Executives,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
107,1120,Managing directors and chief executives,11-1011,Chief Executives,8833.0,"Preside over, or serve on, boards of directors, management committees, or other governing boards.",Core,Chief Executives,E0,E0,E0,False,T1,0.0,0.0,0.0,0.25,E0
108,1120,Managing directors and chief executives,11-1011,Chief Executives,8829.0,"Negotiate or approve contracts or agreements with suppliers, distributors, federal or state agencies, or other organizational entities.",Core,Chief Executives,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
109,1120,Managing directors and chief executives,11-1011,Chief Executives,8837.0,"Coordinate the development or implementation of budgetary control systems, recordkeeping systems, or other administrative control processes.",Core,Chief Executives,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
110,1120,Managing directors and chief executives,11-1011,Chief Executives,8830.0,Review reports submitted by staff members to recommend approval or to suggest changes.,Core,Chief Executives,E1,E1,E2,False,T2,1.0,1.0,1.0,0.5,E1
111,1120,Managing directors and chief executives,11-1011,Chief Executives,8839.0,"Deliver speeches, write articles, or present information at meetings or conventions to promote services, exchange ideas, or accomplish objectives.",Core,Chief Executives,E2,E1,E1,False,T2,1.0,1.0,1.0,0.5,E2
112,1120,Managing directors and chief executives,11-1011,Chief Executives,8843.0,"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",Core,Chief Executives,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
113,1120,Managing directors and chief executives,11-1011,Chief Executives,8834.0,"Prepare or present reports concerning activities, expenses, budgets, government statutes or rulings, or other items affecting businesses or program services.",Core,Chief Executives,E2,E2,E2,True,T2,0.0,0.5,1.0,0.5,E2
114,1120,Managing directors and chief executives,11-1011,Chief Executives,20461.0,"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",Core,Chief Executives,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
115,1120,Managing directors and chief executives,11-1011,Chief Executives,8846.0,"Administer programs for selection of sites, construction of buildings, or provision of equipment or supplies.",Core,Chief Executives,E0,E2,E2,False,T1,0.0,0.5,1.0,0.25,E0
116,1120,Managing directors and chief executives,11-1011,Chief Executives,8848.0,Direct or conduct studies or research on issues affecting areas of responsibility.,Core,Chief Executives,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1
117,1120,Managing directors and chief executives,11-1011,Chief Executives,8828.0,"Direct or coordinate activities of businesses or departments concerned with production, pricing, sales, or distribution of products.",Supplemental,Chief Executives,E2,E2,E2,False,T1,0.0,0.5,1.0,0.25,E2
118,1120,Managing directors and chief executives,11-1011,Chief Executives,8844.0,"Make presentations to legislative or other government committees regarding policies, programs, or budgets.",Supplemental,Chief Executives,E2,E2,E2,False,T2,0.0,0.5,1.0,0.5,E2
119,1120,Managing directors and chief executives,11-1011,Chief Executives,8845.0,Refer major policy matters to elected representatives for final decisions.,Supplemental,Chief Executives,E1,E0,E0,False,T1,0.0,0.0,0.0,0.25,E1
120,1120,Managing directors and chief executives,11-1011,Chief Executives,8847.0,Direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,Supplemental,Chief Executives,E0,E2,E2,False,T2,0.0,0.5,1.0,0.5,E0
121,1120,Managing directors and chief executives,11-1011,Chief Executives,8851.0,"Conduct or direct investigations or hearings to resolve complaints or violations of laws, or testify at such hearings.",Supplemental,Chief Executives,E0,E2,E0,False,T1,0.0,0.5,1.0,0.25,E0
