CODIGO_str,alpha_gpt,beta_gpt,gamma_gpt,alpha_h,beta_h,gamma_h,poblacion,DESCRIPCION
2521,0.542385558632979,0.7509592074950353,0.9595328563570911,0.2664525828367363,0.5875239186780872,0.9085952545194378,537.345679382725,DISEÑADORES Y ADMINISTRADORES DE BASES DE DATOS
2513,0.542385558632979,0.7509592074950352,0.9595328563570908,0.26645258283673623,0.5875239186780872,0.9085952545194378,244.65251061305105,DESARROLLADORES WEB Y MULTIMEDIA
2529,0.5423855586329788,0.7509592074950351,0.9595328563570908,0.2664525828367363,0.5875239186780871,0.9085952545194376,600.4898375756771,ESPECIALISTAS EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS BAJO OTROS EPÍGRAFES.
4225,0.5821428571428573,0.7488095238095239,0.9154761904761907,0.5023809523809524,0.6577380952380955,0.8130952380952382,9312.016764809665,EMPLEADOS DE VENTANILLA DE INFORMACIONES
2522,0.5405405405405405,0.7297297297297297,0.918918918918919,0.16216216216216217,0.5135135135135135,0.8648648648648649,36.82614541141442,ADMINISTRADORES DE SISTEMAS
2643,0.4865116279069768,0.701627906976744,0.9167441860465116,0.5860465116279069,0.7513953488372092,0.9167441860465116,747.5905130818778,"TRADUCTORES, INTÉRPRETES Y LINGÜISTAS"
2431,0.4295046938489561,0.7008634580355892,0.9722222222222222,0.3823034888608659,0.6583882116669002,0.9344729344729344,6909.6047412801045,PROFESIONALES DE LA PUBLICIDAD Y LA COMERCIALIZACIÓN
2120,0.4011686474250141,0.700584323712507,1.0,0.4474872216383252,0.6918036335612028,0.9361200454840806,554.5855890000605,"MATEMÁTICOS, ACTUARIOS Y ESTADÍSTICOS"
3342,0.39130434782608703,0.6956521739130435,1.0,0.5217391304347827,0.7608695652173914,1.0,8269.171731929284,SECRETARIOS JURÍDICOS
4312,0.40349999999999997,0.6807499999999999,0.9579999999999997,0.378047619047619,0.5973809523809522,0.8167142857142857,10787.864563778414,"EMPLEADOS DE SERVICIOS ESTADÍSTICOS, FINANCIEROS Y DE SEGUROS"
4229,0.4,0.68,0.96,0.28,0.62,0.96,1458.3495561596437,EMPLEADOS DE SERVICIOS DE INFORMACIÓN AL CLIENTE NO CLASIFICADOS BAJO OTROS EPÍGRAFES
4323,0.34782608695652173,0.6739130434782609,1.0,0.34782608695652173,0.6521739130434783,0.9565217391304347,11845.543409648579,EMPLEADOS DE SERVICIOS DE TRANSPORTE
4227,0.5172413793103449,0.6724137931034483,0.8275862068965517,0.3103448275862069,0.4310344827586206,0.5517241379310345,1135.8374335422807,ENTREVISTADORES DE ENCUESTAS Y DE INVESTIGACIONES DE MERCADOS
4414,0.3719078610382959,0.6637995646147821,0.9556912681912684,0.46977893445284746,0.6706329029698596,0.8714868714868717,8421.15136909948,ESCRIBIENTES PÚBLICOS Y AFINES
2152,0.4227145403615991,0.6558229352346997,0.8889313301078007,0.20999915117562176,0.4046133604957132,0.599227569815805,5403.8823371988965,INGENIEROS ELECTRÓNICOS
2656,0.4000000000000001,0.65,0.9000000000000001,0.475,0.5375000000000002,0.6000000000000001,4159.884996437741,"LOCUTORES DE RADIO, TELEVISIÓN Y OTROS MEDIOS DE COMUNICACIÓN"
3343,0.3783783783783785,0.6486486486486487,0.9189189189189191,0.6216216216216215,0.7432432432432433,0.864864864864865,27335.335311589028,SECRETARIOS ADMINISTRATIVOS Y EJECUTIVOS
2642,0.3529411764705883,0.6470588235294118,0.9411764705882352,0.5294117647058822,0.6470588235294118,0.764705882352941,2275.843297993268,PERIODISTAS
4120,0.3846153846153846,0.6442307692307693,0.9038461538461539,0.3653846153846153,0.5673076923076923,0.7692307692307692,23028.861016576495,SECRETARIOS (GENERALES)
3514,0.35488696808510645,0.6352227393617023,0.9155585106382979,0.2292220744680851,0.5433011968085106,0.8573803191489363,365.8498357583153,TÉCNICOS DE LA WEB
2523,0.3548869680851064,0.6352227393617021,0.915558510638298,0.22922207446808512,0.5433011968085106,0.8573803191489362,720.1832235778654,PROFESIONALES EN REDES DE COMPUTADORES
3513,0.4615384615384616,0.6346153846153848,0.8076923076923076,0.2307692307692308,0.5384615384615383,0.8461538461538461,2165.62419783104,TÉCNICOS EN REDES Y SISTEMAS DE COMPUTADORES
4416,0.27586206896551724,0.6206896551724139,0.9655172413793105,0.13793103448275862,0.46551724137931033,0.7931034482758622,5507.370606687955,EMPLEADOS DEL SERVICIO DE PERSONAL
2153,0.36134453781512604,0.6200980392156863,0.8788515406162465,0.22408963585434175,0.44782913165266097,0.6715686274509803,3512.2084807813126,INGENIEROS EN TELECOMUNICACIONES
2511,0.29411764705882354,0.6174242424242424,0.9407308377896613,0.24064171122994651,0.5534759358288769,0.8663101604278072,12458.47087935475,ANALISTAS DE SISTEMAS
3512,0.4444444444444445,0.6111111111111113,0.7777777777777779,0.4814814814814815,0.6666666666666667,0.851851851851852,8790.90640284064,TÉCNICOS EN ASISTENCIA AL USUARIO DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES
3312,0.23863636363636354,0.6079545454545452,0.9772727272727271,0.3977272727272726,0.6704545454545452,0.9431818181818179,9370.641920972248,OFICIALES DE PRÉSTAMO Y CRÉDITOS
4214,0.2733516483516484,0.6078296703296703,0.9423076923076923,0.17857142857142855,0.4594780219780219,0.7403846153846153,12626.121612293839,COBRADORES Y AFINES
4322,0.2692307692307693,0.5961538461538461,0.9230769230769231,0.15384615384615385,0.5192307692307692,0.8846153846153846,190.059425653007,EMPLEADOS DE SERVICIOS DE APOYO A LA PRODUCCIÓN
4415,0.48529411764705865,0.5955882352941175,0.7058823529411762,0.08823529411764706,0.32352941176470584,0.5588235294117645,3117.3181937105564,EMPLEADOS DE ARCHIVO
4110,0.3103896103896103,0.5950216450216449,0.8796536796536795,0.2346320346320346,0.4785714285714285,0.7225108225108224,88.81468452074955,OFICINISTAS GENERALES
2111,0.3039772727272727,0.59375,0.8835227272727273,0.375,0.5291193181818181,0.6832386363636364,109.67585896014181,FÍSICOS Y ASTRÓNOMOS
2432,0.24242424242424246,0.5909090909090909,0.9393939393939397,0.6363636363636365,0.787878787878788,0.9393939393939397,1738.8121157168569,PROFESIONALES DE RELACIONES PÚBLICAS
2422,0.22415229667396264,0.5828407660281356,0.9415292353823089,0.26611824749646085,0.5379899336046263,0.8098616197127918,271.18566383850646,ESPECIALISTAS EN POLÍTICAS DE ADMINISTRACIÓN
3352,0.19354838709677424,0.5806451612903227,0.9677419354838712,0.45161290322580655,0.6774193548387097,0.9032258064516131,2174.881045607194,AGENTES DE ADMINISTRACIÓN TRIBUTARIA
3311,0.16132478632478628,0.5714031339031338,0.9814814814814812,0.22720797720797714,0.4818376068376068,0.7364672364672364,620.680532775522,"AGENTES DE BOLSA, CAMBIO Y OTROS SERVICIOS FINANCIEROS"
2411,0.15,0.5683333333333334,0.9866666666666667,0.25666666666666665,0.5950000000000001,0.9333333333333332,47822.05028375362,CONTABLES
2151,0.28125,0.5625,0.8437499999999999,0.15625000000000003,0.40625,0.6562499999999999,5833.856373227988,INGENIEROS ELECTRICISTAS
3339,0.17776436273271562,0.5617547106311455,0.9457450585295755,0.2636265542858255,0.5351305231109649,0.8066344919361039,4590.95097025009,AGENTES DE SERVICIOS COMERCIALES NO CLASIFICADOS BAJO OTROS EPÍGRAFES
3321,0.13516113516113512,0.5614077280743948,0.9876543209876543,0.22045855379188714,0.4915824915824915,0.7627064293730959,6777.569825155625,AGENTES DE SEGUROS
2652,0.3856068743286789,0.5593447905477982,0.7330827067669172,0.13873970640887934,0.2066774078052274,0.2746151092015754,5718.278183958504,"MÚSICOS, CANTANTES Y COMPOSITORES"
2143,0.12962962962962965,0.5555555555555557,0.9814814814814818,0.24074074074074076,0.5,0.7592592592592593,1887.5697031929894,INGENIEROS MEDIO AMBIENTALES
2141,0.18379619260918253,0.5543550365274889,0.9249138804457954,0.29420572708366655,0.520044259585133,0.7458827920865994,4668.672098165122,INGENIEROS INDUSTRIALES Y DE PRODUCCIÓN
2356,0.10526315789473685,0.5526315789473686,1.0,0.4210526315789474,0.5921052631578947,0.7631578947368421,690.4765369309589,INSTRUCTORES EN TECNOLOGÍA DE LA INFORMACIÓN
2424,0.10526315789473682,0.5526315789473685,1.0,0.4210526315789473,0.5921052631578947,0.7631578947368419,256.37814771062455,ESPECIALISTA EN FORMACIÓN DEL PERSONAL
2631,0.10526315789473685,0.5526315789473683,1.0,0.44298245614035087,0.6173245614035088,0.7916666666666667,1637.7258851032889,ECONOMISTAS
4411,0.35610079575596815,0.550895225464191,0.745689655172414,0.25530503978779845,0.4842506631299734,0.7131962864721486,754.0044627047068,EMPLEADOS DE BIBLIOTECAS
4222,0.16818181818181818,0.5507575757575758,0.9333333333333333,0.48939393939393944,0.643939393939394,0.7984848484848485,12661.971633547304,EMPLEADOS DE CENTROS DE LLAMADAS
3324,0.18372128395713302,0.549352224470149,0.914983164983165,0.2212369217086198,0.4553270366949613,0.6894171516813028,387.68451050364916,AGENTES DE COMPRAS Y CONSIGNATARIOS
2265,0.14634146341463414,0.5487804878048781,0.9512195121951219,0.2682926829268293,0.46341463414634143,0.6585365853658537,1020.772351102944,DIETISTAS Y NUTRICIONISTAS
3354,0.259554497399727,0.5480162405646624,0.8364779837295978,0.33381676455564546,0.5345833191174834,0.7353498736793214,757.9522468731723,AGENTES DE SERVICIOS DE EXPEDICIÓN DE LICENCIAS Y PERMISOS
3353,0.2550090428542724,0.5455162405646623,0.8360234382750527,0.3301804009192818,0.538219682753847,0.7462589645884122,943.3198498468759,AGENTES DE SERVICIOS DE SEGURIDAD SOCIAL
7321,0.19254032258064516,0.5413306451612903,0.8901209677419354,0.031754032258064516,0.29662298387096775,0.561491935483871,18.10794692415547,"CAJISTAS, TIPÓGRAFOS Y AFINES"
3322,0.127596289574511,0.5385882182615396,0.9495801469485681,0.3596310256927317,0.5746098779220377,0.7895887301513436,49532.94150324103,REPRESENTANTES COMERCIALES
4226,0.2,0.5333333333333333,0.8666666666666666,0.4333333333333333,0.5833333333333333,0.7333333333333333,6238.475636800973,RECEPCIONISTAS (GENERAL)
2263,0.25806451612903225,0.532258064516129,0.8064516129032259,0.25806451612903225,0.5,0.7419354838709677,1005.0141110602272,PROFESIONALES DE LA SALUD Y LA HIGIENE LABORAL Y AMBIENTAL
5249,0.2580645161290323,0.532258064516129,0.8064516129032258,0.5483870967741935,0.6774193548387095,0.8064516129032258,23395.798441563093,VENDEDORES NO CLASIFICADOS BAJO OTROS EPÍGRAFES
1330,0.12121212121212119,0.5303030303030302,0.9393939393939393,0.303030303030303,0.5606060606060606,0.8181818181818182,1593.093720794897,DIRECTORES DE SERVICIOS DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES
2149,0.18489660334727973,0.5244005358827123,0.8639044684181446,0.2493093631624292,0.46425428449522455,0.6791992058280198,1445.1120957983044,INGENIEROS NO CLASIFICADOS BAJO OTROS EPÍGRAFES
4221,0.11679894179894179,0.5188932980599649,0.9209876543209875,0.26887125220458563,0.5118386243386244,0.7548059964726631,4038.7470108265784,EMPLEADOS DE AGENCIAS DE VIAJES
3331,0.2326499496310817,0.5182008766914429,0.8037518037518039,0.20700264096490512,0.40492526341582946,0.6028478858667538,4288.886787659866,DECLARANTES O GESTORES DE ADUANA
2165,0.11287037037037036,0.5133796296296297,0.9138888888888889,0.1336111111111111,0.4331944444444444,0.7327777777777776,296.59146160236907,CARTÓGRAFOS Y AGRIMENSORES
2166,0.024999999999999998,0.5124999999999998,1.0,0.024999999999999998,0.4428571428571427,0.8607142857142855,5454.822737331071,DISEÑADORES GRÁFICOS Y MULTIMEDIA
3315,0.039999999999999994,0.51,0.9799999999999998,0.1614285714285714,0.49499999999999994,0.8285714285714284,797.3796727570859,TASADORES
3118,0.09511371973587675,0.5098670212765958,0.9246203228173149,0.1385711665443874,0.4468447358767425,0.7551183052090975,14942.558899032887,DELINEANTES Y DIBUJANTES TÉCNICOS
1219,0.09988690687146697,0.5071409992212701,0.9143950915710731,0.2076706480133147,0.464594458511541,0.7215182690097673,181.61188691989065,DIRECTORES DE ADMINISTRACIÓN Y SERVICIOS NO CLASIFICADOS BAJO OTROS EPÍGRAFES
2413,0.05723905723905724,0.5056980056980058,0.9541569541569545,0.22636622636622641,0.5437710437710439,0.8611758611758615,5293.029791870391,ANALISTAS FINANCIEROS
1431,0.10731372790112435,0.5030190851444368,0.8987244423877492,0.2248128734397867,0.468320037418552,0.7118272013973173,311.5682873402663,"GERENTES DE CENTROS DEPORTIVOS, DE ESPARCIMIENTO Y CULTURALES"
2144,0.16869547964251205,0.5020479429815355,0.8354004063205589,0.2210298660467859,0.4594980583012478,0.6979662505557099,8264.960200265423,INGENIEROS MECÁNICOS
2619,0.0967741935483871,0.5,0.9032258064516129,0.0967741935483871,0.3709677419354838,0.6451612903225805,167.5341642096299,PROFESIONALES EN DERECHO NO CLASIFICADOS BAJO OTROS EPÍGRAFES
9334,0.28571428571428564,0.5,0.7142857142857142,0.19047619047619047,0.3571428571428571,0.5238095238095238,8444.970209781153,REPONEDORES DE ESTANTERÍAS
2621,0.11253561253561252,0.5,0.8874643874643873,0.24501424501424496,0.5092592592592593,0.7735042735042734,25.78885630156791,ARCHIVISTAS Y CURADORES DE MUSEOS
1120,0.0888888888888889,0.49877492877492885,0.9086609686609689,0.11698005698005699,0.37450142450142454,0.632022792022792,2407.024458590365,DIRECTORES GENERALES Y GERENTES GENERALES
1212,0.08749601275917067,0.497719298245614,0.9079425837320576,0.12322169059011162,0.46259968102073357,0.8019776714513557,2223.0925459474674,DIRECTORES DE RECURSOS HUMANOS
2421,0.08832759428588624,0.49708587506502105,0.9058441558441559,0.31055124947875684,0.5724248442719146,0.8342984390650724,4179.388057212528,ANALISTAS DE GESTIÓN Y ORGANIZACIÓN
2146,0.14051256891879266,0.49495568949942376,0.8493988100800549,0.2713395165560851,0.441217526399402,0.6110955362427188,919.4448601822959,"INGENIEROS DE MINAS, METALÚRGICOS Y AFINES"
2632,0.12407898614795167,0.4927055702917773,0.8613321544356025,0.2536840554081934,0.5025419982316534,0.7513999410551135,424.7745189136726,"SOCIÓLOGOS, ANTROPÓLOGOS Y AFINES"
2633,0.07998436012511899,0.49203556371549023,0.9040867673058616,0.31262749898000813,0.5681524547803617,0.8236774105807153,12.846050260645695,"FILÓSOFOS, HISTORIADORES Y ESPECIALISTAS EN CIENCIAS POLÍTICAS"
1439,0.0712777805905274,0.4912673640410586,0.9112569474915899,0.2181640386209276,0.4654910240471342,0.7128180094733408,2795.6073643652144,GERENTES DE SERVICIOS NO CLASIFICADOS BAJO OTROS EPÍGRAFES
1349,0.0712777805905274,0.4912673640410586,0.9112569474915899,0.21816403862092767,0.46549102404713416,0.7128180094733406,1398.503322486493,DIRECTORES Y GERENTES DE SERVICIOS PROFESIONALES NO CLASIFICADOS BAJO OTROS EPÍGRAFES
1322,0.07127778059052739,0.49126736404105853,0.9112569474915899,0.2181640386209276,0.46549102404713416,0.7128180094733406,474.0125945874262,DIRECTORES DE EXPLOTACIONES DE MINERÍA
1213,0.0712777805905274,0.49126736404105853,0.9112569474915899,0.21816403862092762,0.46549102404713427,0.7128180094733408,298.72790578177455,DIRECTORES DE POLÍTICAS Y PLANIFICACIÓN
1114,0.06109524050616635,0.4897676307165118,0.9184400209268574,0.203481263872883,0.45393736127117,0.7043934586694568,211.78385560188056,DIRIGENTES DE ORGANIZACIONES QUE PRESENTAN UN INTERÉS ESPECIAL
3341,0.08333333333333333,0.4895833333333332,0.8958333333333333,0.22916666666666666,0.5312500000000001,0.8333333333333333,1233.002693447223,SUPERVISORES DE SECRETARÍA
3323,0.04717348927875242,0.4893762183235867,0.931578947368421,0.10448343079922026,0.33947368421052626,0.5744639376218323,6474.367316676995,AGENTES DE COMPRAS
2423,0.15868090036411783,0.4886930376255103,0.8187051748869028,0.2630972084298797,0.45763268233476767,0.6521681562396557,6098.522880076191,ESPECIALISTAS EN POLÍTICAS Y SERVICIOS DE PERSONAL Y AFINES
2161,0.06976744186046512,0.4883720930232558,0.9069767441860463,0.16279069767441862,0.4302325581395348,0.6976744186046512,13620.649505900064,ARQUITECTOS
3111,0.1507990979507795,0.48750694512533915,0.8242147922998987,0.22335523090499065,0.44644082753211106,0.6695264241592314,25.761950998980186,TÉCNICOS EN CIENCIAS FÍSICAS Y QUÍMICAS
2351,0.17500000000000004,0.48750000000000004,0.8000000000000003,0.2750000000000001,0.5250000000000002,0.775,5920.716742324756,ESPECIALISTAS EN MÉTODOS PEDAGÓGICOS
1324,0.017857142857142856,0.48652597402597403,0.9551948051948052,0.162012987012987,0.47297077922077924,0.7839285714285715,3750.28936662967,"DIRECTORES DE EMPRESAS DE ABASTECIMIENTO, DISTRIBUCIÓN Y AFINES"
5222,0.08108108108108109,0.4864864864864865,0.8918918918918919,0.16216216216216217,0.4054054054054054,0.6486486486486487,3011.7047762919187,SUPERVISORES DE TIENDAS Y ALMACENES
3332,0.10810810810810811,0.4864864864864865,0.8648648648648649,0.0810810810810811,0.36486486486486486,0.6486486486486488,4514.992999304771,ORGANIZADORES DE CONFERENCIAS Y EVENTOS
2133,0.06161212413053963,0.4864554039674941,0.9112986838044485,0.3538875703673137,0.611448201100178,0.8690088318330422,1461.4341007732876,PROFESIONALES DE LA PROTECCIÓN MEDIO AMBIENTAL
2131,0.13599267140294297,0.485931425085413,0.8358701787678827,0.29626234574795357,0.5185938594496327,0.740925373151312,2381.3604411078236,"BIÓLOGOS, BOTÁNICOS, ZOÓLOGOS Y AFINES"
1211,0.0,0.4850552306692657,0.9701104613385314,0.12212011510257122,0.4541306971131533,0.7861412791237353,1978.9496568778975,DIRECTORES FINANCIEROS
2310,0.19013671863395712,0.48443683175528207,0.7787369448766068,0.25026938788922465,0.46910012229284137,0.6879308566964583,16920.12760484119,PROFESORES DE UNIVERSIDADES Y DE LA ENSEÑANZA SUPERIOR
2654,0.09256959990635705,0.4843532157361945,0.8761368315660318,0.17975969507517564,0.44186847974448856,0.7039772644138015,300.3963942740168,"DIRECTORES DE CINE, DE TEATRO Y AFINES"
1346,0.0,0.48398373069425693,0.9679674613885139,0.12043624017308223,0.43675186898871105,0.7530674978043399,4756.401533386443,"GERENTES DE SUCURSALES DE BANCOS, DE SERVICIOS FINANCIEROS Y DE SEGUROS"
4224,0.16923076923076924,0.48333333333333334,0.7974358974358976,0.4358974358974359,0.5487179487179488,0.6615384615384615,5187.6789626120035,RECEPCIONISTAS DE HOTELES
2114,0.11805555555555557,0.48333333333333334,0.8486111111111112,0.29027777777777775,0.5045138888888889,0.71875,670.9516048883892,GEÓLOGOS Y GEOFÍSICOS
2142,0.05562770562770564,0.48214285714285715,0.9086580086580086,0.17186147186147185,0.4545454545454546,0.7372294372294372,11241.625839426068,INGENIEROS CIVILES
2412,0.02631578947368421,0.4807692307692307,0.9352226720647773,0.2742914979757085,0.5855263157894737,0.8967611336032387,1401.9916953607903,ASESORES FINANCIEROS Y EN INVERSIONES
5221,0.0,0.4807692307692307,0.9615384615384615,0.11538461538461539,0.38461538461538464,0.6538461538461539,245833.2528003616,COMERCIANTES DE TIENDAS
1420,0.0,0.4807692307692307,0.9615384615384615,0.11538461538461538,0.38461538461538464,0.6538461538461539,7503.3029353272705,GERENTES DE COMERCIOS AL POR MAYOR Y AL POR MENOR
1112,0.06666666666666668,0.4796367521367523,0.8926068376068376,0.18773504273504277,0.43087606837606846,0.674017094017094,8882.373200378008,PERSONAL DIRECTIVO DE LA ADMINISTRACIÓN PÚBLICA
3334,0.027777777777777773,0.4794297138047137,0.9310816498316499,0.20011123136123132,0.42721297799422797,0.6543147246272245,7443.306901105101,AGENTES DE INMOBILIARIOS
2164,0.0,0.4772727272727274,0.9545454545454548,0.2727272727272727,0.5795454545454547,0.8863636363636366,40.348152964500315,URBANISTAS E INGENIEROS DE TRÁNSITO
1222,0.0,0.4767441860465114,0.9534883720930228,0.25581395348837205,0.5465116279069766,0.8372093023255814,555.9631426603227,DIRECTORES DE PUBLICIDAD Y RELACIONES PÚBLICAS
1221,0.03125,0.47500000000000003,0.9187500000000001,0.159375,0.5307291666666667,0.9020833333333333,5105.334672358777,DIRECTORES DE VENTAS Y COMERCIALIZACIÓN
1113,0.09999999999999999,0.47185185185185197,0.8437037037037037,0.16740740740740745,0.41851851851851846,0.6696296296296298,3590.562743809804,JEFES DE PEQUEÑAS POBLACIONES
3351,0.2100015303684581,0.4715458245319303,0.7330901186954027,0.27525070739172136,0.45356840025199296,0.6318860931122646,1249.2003972594855,AGENTES DE ADUANA E INSPECTORES DE FRONTERAS
1341,0.0625,0.46874999999999994,0.8749999999999999,0.28124999999999994,0.515625,0.7499999999999999,319.5955816022812,DIRECTORES DE SERVICIOS DE CUIDADOS INFANTILES
2622,0.1640425850952167,0.46784750337381914,0.7716524216524216,0.2255360623781676,0.4568413555255661,0.6881466486729645,199.09907618393717,"BIBLIOTECARIOS, DOCUMENTALISTAS Y AFINES"
2634,0.07195767195767197,0.4658730158730158,0.8597883597883598,0.264021164021164,0.3841269841269841,0.5042328042328043,15126.995064001667,PSICÓLOGOS
0110,0.07522532941314428,0.4643693529690472,0.85351337652495,0.18893716708523667,0.43704425672903535,0.6851513463728337,4041.349787257976,OFICIALES DE LAS FUERZAS ARMADAS
2145,0.0769230769230769,0.4615384615384615,0.8461538461538461,0.0769230769230769,0.34615384615384603,0.6153846153846152,1382.510322981872,INGENIEROS QUÍMICOS
9510,0.16396097233380644,0.46008708247939506,0.7562131926249838,0.28622504008346117,0.49245521170221984,0.6986853833209785,12767.027421667664,TRABAJADORES AMBULANTES DE SERVICIOS Y AFINES
2612,0.07692307692307693,0.4583333333333334,0.8397435897435896,0.06623931623931624,0.2980769230769231,0.5299145299145299,786.1450021116298,JUECES
1411,0.04347826086956522,0.45652173913043476,0.8695652173913043,0.26086956521739135,0.3804347826086956,0.5,470.2812846253935,GERENTES DE HOTELES
1343,0.0,0.4546703296703296,0.9093406593406592,0.11483516483516486,0.3780219780219781,0.6412087912087912,211.75297731004395,DIRECTORES DE SERVICIOS DE CUIDADO DE LAS PERSONAS DE EDAD
2266,0.1535476718403548,0.45288248337028836,0.7522172949002217,0.1624168514412417,0.42239467849223944,0.6823725055432374,632.4858628893514,AUDIÓLOGOS Y LOGOPEDAS
3521,0.13634860509860505,0.4528694684944684,0.7693903318903318,0.06263528138528136,0.24347041847041842,0.42430555555555544,8250.62266205556,TÉCNICOS DE RADIODIFUSIÓN Y GRABACIÓN AUDIO VISUAL
1323,0.044444444444444446,0.4444444444444445,0.8444444444444446,0.2,0.4,0.6,1912.989411222894,DIRECTORES DE EMPRESAS DE CONSTRUCCIÓN
7111,0.04444444444444445,0.44444444444444436,0.8444444444444443,0.19999999999999998,0.39999999999999997,0.6,997.6936222359076,CONSTRUCTORES DE CASAS
2113,0.1089655172413793,0.4313793103448275,0.7537931034482758,0.3641379310344827,0.45862068965517233,0.5531034482758619,754.2165466880903,QUÍMICOS
1345,0.021286031042128603,0.42860310421286024,0.8359201773835919,0.30709534368070956,0.46507760532150777,0.6230598669623058,7199.625932223415,DIRECTORES DE SERVICIOS DE EDUCACIÓN
2262,0.11428571428571428,0.4285714285714285,0.7428571428571428,0.2857142857142857,0.39999999999999997,0.5142857142857141,1626.0108428080305,FARMACÉUTICOS
1342,0.0,0.4285714285714285,0.857142857142857,0.1142857142857143,0.37142857142857144,0.6285714285714286,3024.9736858229244,DIRECTORES DE SERVICIOS DE SALUD
4211,0.23032407407407407,0.4282407407407407,0.6261574074074074,0.18865740740740738,0.3055555555555556,0.4224537037037037,11409.845586988686,CAJEROS DE BANCOS Y AFINES
2163,0.0,0.4280711206896552,0.8561422413793104,0.09698275862068965,0.39439655172413796,0.6918103448275863,2475.1156947642157,DISEÑADORES DE PRODUCTOS Y DE PRENDAS
3213,0.29411764705882354,0.42647058823529416,0.5588235294117647,0.2352941176470588,0.42647058823529416,0.6176470588235293,620.337594406406,TÉCNICOS Y ASISTENTES FARMACÉUTICOS
2611,0.0,0.42500000000000004,0.8500000000000001,0.15,0.475,0.8000000000000002,41290.664009940876,ABOGADOS
3123,0.03333333333333333,0.41666666666666674,0.8,0.03333333333333333,0.23333333333333336,0.4333333333333333,3560.408622476988,SUPERVISORES DE LA CONSTRUCCIÓN
3141,0.19999999999999998,0.4166666666666667,0.6333333333333333,0.06666666666666667,0.26666666666666666,0.4666666666666667,45.58162748305818,TÉCNICOS EN CIENCIAS BIOLÓGICAS (EXCLUYENDO LA MEDICINA)
3121,0.03333333333333333,0.4166666666666667,0.8,0.03333333333333333,0.23333333333333336,0.4333333333333333,1330.1752211366538,SUPERVISORES EN INGENIERÍA DE MINAS
7543,0.2708333333333333,0.4166666666666667,0.5625,0.041666666666666664,0.17708333333333334,0.3125,121.029037588919,CLASIFICADORES Y PROBADORES DE PRODUCTOS (EXCLUYENDO ALIMENTOS Y BEBIDAS)
1412,0.0625,0.41666666666666663,0.7708333333333334,0.18749999999999994,0.3958333333333332,0.6041666666666664,5359.459860828309,GERENTES DE RESTAURANTES
3411,0.15200085142613878,0.41262885422368173,0.6732568570212248,0.09894179894179893,0.3856584108739281,0.6723750228060572,3059.343014610543,PROFESIONALES DE NIVEL MEDIO DEL DERECHO Y SERVICIOS LEGALES Y AFINES
