onet_soc,task_id,title,task_type,pE0_mean,pE1_mean,pE2_mean,pE0_sd,pE1_sd,pE2_sd,alpha_soft_mean,beta_soft_mean,zeta_soft_mean,hard_label_mean_probs,mean_confidence,n_runs
11-1011.00,8828.0,Chief Executives,Supplemental,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
11-1011.00,8844.0,Chief Executives,Supplemental,0.1533333333333333,0.2333333333333333,0.6133333333333334,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.2333333333333333,0.54,0.8466666666666667,E2,0.6999999999999998,3
11-1011.00,8845.0,Chief Executives,Supplemental,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.7666666666666666,3
11-1011.00,8847.0,Chief Executives,Supplemental,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-1011.00,8851.0,Chief Executives,Supplemental,0.3,0.10000000000000002,0.6,0.04242640687119284,1.3877787807814457e-17,0.04242640687119283,0.10000000000000002,0.4000000000000001,0.7000000000000001,E2,0.7666666666666666,3
11-1011.00,8838.0,Chief Executives,Supplemental,0.20999999999999996,0.10000000000000002,0.6900000000000001,0.04242640687119289,1.3877787807814457e-17,0.04242640687119289,0.10000000000000002,0.44500000000000006,0.79,E2,0.7333333333333334,3
11-1011.00,8853.0,Chief Executives,Supplemental,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1011.00,8840.0,Chief Executives,Supplemental,0.20333333333333328,0.13333333333333333,0.6633333333333334,0.047842333648024454,0.047140452079103175,0.04027681991198192,0.13333333333333333,0.465,0.7966666666666667,E2,0.7333333333333334,3
11-1011.00,8849.0,Chief Executives,Supplemental,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.7333333333333334,3
11-1011.00,8852.0,Chief Executives,Supplemental,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.7333333333333334,3
11-1011.00,8850.0,Chief Executives,Supplemental,0.12666666666666662,0.2333333333333333,0.64,0.03399346342395189,0.04714045207910316,0.06531972647421815,0.2333333333333333,0.5533333333333333,0.8733333333333334,E2,0.7333333333333334,3
11-1011.00,8842.0,Chief Executives,Supplemental,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-1011.03,15382.0,Chief Sustainability Officers,Core,0.0833333333333333,0.16666666666666666,0.75,0.004714045207910321,0.047140452079103175,0.04242640687119284,0.16666666666666666,0.5416666666666666,0.9166666666666669,E2,0.8000000000000002,3
11-1011.03,15384.0,Chief Sustainability Officers,Core,0.14333333333333328,0.13333333333333333,0.7233333333333335,0.038586123009300734,0.047140452079103175,0.0694422221866655,0.13333333333333333,0.49500000000000005,0.8566666666666668,E2,0.7333333333333334,3
11-1011.03,15379.0,Chief Sustainability Officers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-1011.03,15372.0,Chief Sustainability Officers,Core,0.27,0.10000000000000002,0.63,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.41500000000000004,0.73,E2,0.8000000000000002,3
11-1011.03,15378.0,Chief Sustainability Officers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
11-1011.03,15380.0,Chief Sustainability Officers,Core,0.09333333333333331,0.3,0.6066666666666666,0.03299831645537225,0.0,0.03299831645537225,0.3,0.6033333333333334,0.9066666666666666,E2,0.7666666666666666,3
11-1011.03,15368.0,Chief Sustainability Officers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1011.03,15370.0,Chief Sustainability Officers,Core,0.08666666666666663,0.3333333333333333,0.58,0.023570226039551605,0.04714045207910319,0.07071067811865477,0.3333333333333333,0.6233333333333334,0.9133333333333332,E2,0.7666666666666666,3
11-1011.03,15375.0,Chief Sustainability Officers,Core,0.07666666666666662,0.2333333333333333,0.6900000000000001,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.2333333333333333,0.5783333333333334,0.9233333333333335,E2,0.8000000000000002,3
11-1011.03,15376.0,Chief Sustainability Officers,Core,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
11-1011.03,15383.0,Chief Sustainability Officers,Core,0.14999999999999994,0.10000000000000002,0.75,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.4750000000000001,0.8500000000000001,E2,0.7333333333333334,3
11-1011.03,15377.0,Chief Sustainability Officers,Core,0.10666666666666662,0.20000000000000004,0.6933333333333334,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5466666666666667,0.8933333333333335,E2,0.7666666666666666,3
11-1011.03,15381.0,Chief Sustainability Officers,Core,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-1011.03,15374.0,Chief Sustainability Officers,Core,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-1011.03,15373.0,Chief Sustainability Officers,Core,0.06666666666666661,0.3333333333333333,0.6,0.004714045207910321,0.04714045207910319,0.04242640687119283,0.3333333333333333,0.6333333333333333,0.9333333333333332,E2,0.8000000000000002,3
11-1011.03,15371.0,Chief Sustainability Officers,Core,0.05999999999999994,0.4000000000000001,0.54,0.0,5.551115123125783e-17,0.0,0.4000000000000001,0.67,0.9400000000000001,E2,0.8000000000000002,3
11-1011.03,15367.0,Chief Sustainability Officers,Core,0.14666666666666664,0.26666666666666666,0.5866666666666667,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.26666666666666666,0.5599999999999999,0.8533333333333332,E2,0.6999999999999998,3
11-1011.03,15369.0,Chief Sustainability Officers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1021.00,20699.0,General and Operations Managers,Core,0.07333333333333329,0.26666666666666666,0.66,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.26666666666666666,0.5966666666666667,0.9266666666666667,E2,0.8000000000000002,3
11-1021.00,933.0,General and Operations Managers,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
11-1021.00,20700.0,General and Operations Managers,Core,0.1533333333333333,0.2333333333333333,0.6133333333333334,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.2333333333333333,0.54,0.8466666666666667,E2,0.6999999999999998,3
11-1021.00,20701.0,General and Operations Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-1021.00,20702.0,General and Operations Managers,Core,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
11-1021.00,20703.0,General and Operations Managers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1021.00,20704.0,General and Operations Managers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1021.00,20705.0,General and Operations Managers,Core,0.12666666666666662,0.2333333333333333,0.64,0.03399346342395189,0.04714045207910316,0.06531972647421815,0.2333333333333333,0.5533333333333333,0.8733333333333334,E2,0.7333333333333334,3
11-1021.00,20706.0,General and Operations Managers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1021.00,20707.0,General and Operations Managers,Supplemental,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-1021.00,20708.0,General and Operations Managers,Supplemental,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
11-1021.00,944.0,General and Operations Managers,Supplemental,0.66,0.10000000000000002,0.24000000000000002,0.04242640687119283,1.3877787807814457e-17,0.042426406871192854,0.10000000000000002,0.22,0.34,E0,0.8000000000000002,3
11-1021.00,945.0,General and Operations Managers,Supplemental,0.09999999999999998,0.2333333333333333,0.6666666666666666,0.02828427124746193,0.04714045207910316,0.07542472332656514,0.2333333333333333,0.5666666666666668,0.9,E2,0.7666666666666666,3
11-1021.00,948.0,General and Operations Managers,Supplemental,0.14999999999999994,0.10000000000000002,0.75,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.4750000000000001,0.8500000000000001,E2,0.7333333333333334,3
11-1021.00,19501.0,General and Operations Managers,Supplemental,0.17333333333333326,0.13333333333333333,0.6933333333333334,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.13333333333333333,0.48000000000000004,0.8266666666666668,E2,0.6999999999999998,3
11-1021.00,947.0,General and Operations Managers,Supplemental,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-1021.00,949.0,General and Operations Managers,Supplemental,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-1031.00,15267.0,Legislators,nan,0.10666666666666662,0.20000000000000004,0.6933333333333334,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5466666666666667,0.8933333333333335,E2,0.7666666666666666,3
11-1031.00,15268.0,Legislators,nan,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.8000000000000002,3
11-1031.00,15269.0,Legislators,nan,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-1031.00,15270.0,Legislators,nan,0.69,0.10000000000000002,0.21000000000000005,0.04242640687119283,1.3877787807814457e-17,0.04242640687119285,0.10000000000000002,0.205,0.31,E0,0.8000000000000002,3
11-1031.00,15271.0,Legislators,nan,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-1031.00,15272.0,Legislators,nan,0.36000000000000004,0.10000000000000002,0.54,0.19442222095223582,1.3877787807814457e-17,0.19442222095223582,0.10000000000000002,0.37000000000000005,0.64,E2,0.7333333333333334,3
11-1031.00,15273.0,Legislators,nan,0.20999999999999996,0.10000000000000002,0.6900000000000001,0.04242640687119289,1.3877787807814457e-17,0.04242640687119289,0.10000000000000002,0.44500000000000006,0.79,E2,0.7333333333333334,3
11-1031.00,15274.0,Legislators,nan,0.10333333333333332,0.19999999999999998,0.6966666666666667,0.026246692913372727,0.0816496580927726,0.10338708279513886,0.19999999999999998,0.5483333333333333,0.8966666666666666,E2,0.7666666666666666,3
11-1031.00,15275.0,Legislators,nan,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.6999999999999998,3
11-1031.00,15276.0,Legislators,nan,0.6,0.10000000000000002,0.30000000000000004,0.04242640687119283,1.3877787807814457e-17,0.04242640687119286,0.10000000000000002,0.25,0.4000000000000001,E0,0.7666666666666666,3
11-1031.00,15277.0,Legislators,nan,0.06666666666666661,0.4666666666666666,0.46666666666666673,0.009428090415820642,0.09428090415820632,0.10370899457402696,0.4666666666666666,0.7000000000000001,0.9333333333333335,E1,0.7666666666666666,3
11-1031.00,15278.0,Legislators,nan,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1031.00,15279.0,Legislators,nan,0.32999999999999996,0.10000000000000002,0.5700000000000001,0.21213203435596428,1.3877787807814457e-17,0.21213203435596428,0.10000000000000002,0.38500000000000006,0.67,E2,0.6999999999999998,3
11-1031.00,15280.0,Legislators,nan,0.14999999999999994,0.10000000000000002,0.75,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.4750000000000001,0.8500000000000001,E2,0.7333333333333334,3
11-1031.00,15281.0,Legislators,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
11-1031.00,15282.0,Legislators,nan,0.17999999999999994,0.10000000000000002,0.7200000000000001,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.46000000000000013,0.82,E2,0.6999999999999998,3
11-1031.00,15283.0,Legislators,nan,0.9333333333333332,0.0,0.06666666666666667,0.04714045207910316,0.0,0.047140452079103175,0.0,0.03333333333333333,0.06666666666666667,E0,0.9166666666666666,3
11-1031.00,15284.0,Legislators,nan,0.07999999999999996,0.6,0.32000000000000006,0.0,0.0,0.0,0.6,0.7600000000000001,0.92,E1,0.7666666666666666,3
11-1031.00,15285.0,Legislators,nan,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-1031.00,15286.0,Legislators,nan,0.8383333333333334,0.03333333333333333,0.12833333333333333,0.05835713800003866,0.023570226039551587,0.04365266951236265,0.03333333333333333,0.09750000000000002,0.16166666666666665,E0,0.85,3
11-1031.00,15287.0,Legislators,nan,0.10666666666666662,0.20000000000000004,0.6933333333333334,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5466666666666667,0.8933333333333335,E2,0.6999999999999998,3
11-1031.00,15288.0,Legislators,nan,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-1031.00,15289.0,Legislators,nan,0.20999999999999996,0.10000000000000002,0.6900000000000001,0.04242640687119289,1.3877787807814457e-17,0.04242640687119289,0.10000000000000002,0.44500000000000006,0.79,E2,0.7333333333333334,3
11-1031.00,15290.0,Legislators,nan,0.33,0.10000000000000002,0.57,0.04242640687119284,1.3877787807814457e-17,0.04242640687119284,0.10000000000000002,0.385,0.6699999999999999,E2,0.7333333333333334,3
11-1031.00,15291.0,Legislators,nan,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-1031.00,15292.0,Legislators,nan,0.14333333333333328,0.13333333333333333,0.7233333333333335,0.038586123009300734,0.047140452079103175,0.0694422221866655,0.13333333333333333,0.49500000000000005,0.8566666666666668,E2,0.7333333333333334,3
11-1031.00,15293.0,Legislators,nan,0.08999999999999997,0.10000000000000002,0.81,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.505,0.91,E2,0.8000000000000002,3
11-1031.00,15294.0,Legislators,nan,0.17333333333333326,0.13333333333333333,0.6933333333333334,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.13333333333333333,0.48000000000000004,0.8266666666666668,E2,0.6999999999999998,3
11-1031.00,15295.0,Legislators,nan,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.6999999999999998,3
11-1031.00,15296.0,Legislators,nan,0.7200000000000001,0.10000000000000002,0.18000000000000002,1.1102230246251565e-16,1.3877787807814457e-17,0.0,0.10000000000000002,0.19000000000000003,0.28,E0,0.8000000000000002,3
11-2011.00,3224.0,Advertising and Promotions Managers,Core,0.07666666666666662,0.2333333333333333,0.6900000000000001,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.2333333333333333,0.5783333333333334,0.9233333333333335,E2,0.8000000000000002,3
11-2011.00,3226.0,Advertising and Promotions Managers,Core,0.09999999999999998,0.2333333333333333,0.6666666666666666,0.02828427124746193,0.04714045207910316,0.07542472332656514,0.2333333333333333,0.5666666666666668,0.9,E2,0.7666666666666666,3
11-2011.00,3231.0,Advertising and Promotions Managers,Core,0.1533333333333333,0.2333333333333333,0.6133333333333334,0.00942809041582059,0.04714045207910316,0.037712361663282616,0.2333333333333333,0.54,0.8466666666666667,E2,0.6999999999999998,3
11-2011.00,3242.0,Advertising and Promotions Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.7666666666666666,3
11-2011.00,3227.0,Advertising and Promotions Managers,Core,0.10666666666666662,0.20000000000000004,0.6933333333333334,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5466666666666667,0.8933333333333335,E2,0.7666666666666666,3
11-2011.00,3238.0,Advertising and Promotions Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-2011.00,3237.0,Advertising and Promotions Managers,Core,0.20999999999999996,0.10000000000000002,0.6900000000000001,0.04242640687119289,1.3877787807814457e-17,0.04242640687119289,0.10000000000000002,0.44500000000000006,0.79,E2,0.7166666666666667,3
11-2011.00,3223.0,Advertising and Promotions Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-2011.00,3243.0,Advertising and Promotions Managers,Core,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-2011.00,3233.0,Advertising and Promotions Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-2011.00,3229.0,Advertising and Promotions Managers,Core,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-2011.00,3239.0,Advertising and Promotions Managers,Core,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.8000000000000002,3
11-2011.00,3234.0,Advertising and Promotions Managers,Core,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.009428090415820642,0.04714045207910319,0.03771236166328251,0.3333333333333333,0.6,0.8666666666666666,E2,0.6999999999999998,3
11-2011.00,18586.0,Advertising and Promotions Managers,Supplemental,0.20999999999999996,0.10000000000000002,0.6900000000000001,0.04242640687119289,1.3877787807814457e-17,0.04242640687119289,0.10000000000000002,0.44500000000000006,0.79,E2,0.7333333333333334,3
11-2011.00,3228.0,Advertising and Promotions Managers,Supplemental,0.07333333333333329,0.26666666666666666,0.66,0.004714045207910321,0.04714045207910316,0.04242640687119289,0.26666666666666666,0.5966666666666667,0.9266666666666667,E2,0.8000000000000002,3
11-2011.00,3235.0,Advertising and Promotions Managers,Supplemental,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-2011.00,3241.0,Advertising and Promotions Managers,Supplemental,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-2011.00,3240.0,Advertising and Promotions Managers,Supplemental,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-2011.00,3236.0,Advertising and Promotions Managers,Supplemental,0.15999999999999992,0.20000000000000004,0.6400000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.52,0.8400000000000002,E2,0.6999999999999998,3
11-2011.00,3245.0,Advertising and Promotions Managers,Supplemental,0.63,0.10000000000000002,0.27,0.0,1.3877787807814457e-17,0.0,0.10000000000000002,0.23500000000000001,0.36999999999999994,E0,0.7666666666666666,3
11-2011.00,3244.0,Advertising and Promotions Managers,Supplemental,0.1666666666666666,0.16666666666666666,0.6666666666666669,0.009428090415820642,0.047140452079103175,0.03771236166328251,0.16666666666666666,0.5,0.8333333333333334,E2,0.6999999999999998,3
11-2011.00,21217.0,Advertising and Promotions Managers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
11-2011.00,21218.0,Advertising and Promotions Managers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
11-2011.00,21219.0,Advertising and Promotions Managers,nan,0.855,0.05000000000000001,0.09500000000000001,0.0,6.938893903907228e-18,1.3877787807814457e-17,0.05000000000000001,0.09749999999999999,0.14500000000000002,E0,0.9,3
11-2011.00,21220.0,Advertising and Promotions Managers,nan,0.06999999999999995,0.3,0.63,0.0,0.0,0.0,0.3,0.615,0.93,E2,0.8000000000000002,3
11-2011.00,21221.0,Advertising and Promotions Managers,nan,0.07999999999999996,0.20000000000000004,0.7200000000000001,0.0,2.7755575615628914e-17,0.0,0.20000000000000004,0.56,0.9200000000000003,E2,0.6999999999999998,3
11-2011.00,21222.0,Advertising and Promotions Managers,nan,0.0833333333333333,0.3666666666666667,0.5499999999999999,0.026246692913372727,0.04714045207910319,0.06164414002968977,0.3666666666666667,0.6416666666666667,0.9166666666666666,E2,0.7666666666666666,3
11-2011.00,21223.0,Advertising and Promotions Managers,nan,0.13333333333333328,0.20000000000000004,0.6666666666666669,0.03771236166328251,2.7755575615628914e-17,0.03771236166328251,0.20000000000000004,0.5333333333333333,0.8666666666666668,E2,0.7333333333333334,3
11-2011.00,21224.0,Advertising and Promotions Managers,nan,0.14,0.3,0.5599999999999999,0.0,0.0,0.0,0.3,0.58,0.8599999999999999,E2,0.6999999999999998,3
